ID	CHR	START	STOP	SYM	TYPE
RTN3	11	63681445	63759891	ENSG00000133318	protein_coding
C11orf95	11	63759891	63766304	ENSG00000188070	protein_coding
C11orf84	11	63813387	63827718	ENSG00000168005	protein_coding
MARK2	11	63838927	63911019	ENSG00000072518	protein_coding
RCOR2	11	63911220	63916844	ENSG00000167771	protein_coding
NAA40	11	63938993	63957328	ENSG00000110583	protein_coding
COX8A	11	63976224	63976543	ENSG00000176340	protein_coding
OTUB1	11	63986841	64001811	ENSG00000167770	protein_coding
MACROD1	11	63998557	64166061	ENSG00000133315	protein_coding
FLRT1	11	64103187	64119173	ENSG00000126500	protein_coding
STIP1	11	64185271	64204543	ENSG00000168439	protein_coding
FERMT3	11	64206677	64223189	ENSG00000149781	protein_coding
TRPT1	11	64224284	64225870	ENSG00000149743	protein_coding
NUDT22	11	64227400	64230070	ENSG00000149761	protein_coding
DNAJC4	11	64231031	64234281	ENSG00000110011	protein_coding
VEGFB	11	64234537	64238787	ENSG00000173511	protein_coding
FKBP2	11	64241003	64244132	ENSG00000173486	protein_coding
PPP1R14B	11	64244483	64246193	ENSG00000173457	protein_coding
PLCB3	11	64251522	64269150	ENSG00000149782	protein_coding
BAD	11	64271612	64277043	ENSG00000002330	protein_coding
GPR137	11	64275687	64289500	ENSG00000173264	protein_coding
KCNK4	11	64291324	64300031	ENSG00000182450	protein_coding
TEX40	11	64300390	64304770	ENSG00000219435	protein_coding
ESRRA	11	64305571	64315270	ENSG00000173153	protein_coding
TRMT112	11	64317263	64318084	ENSG00000173113	protein_coding
PRDX5	11	64318087	64321811	ENSG00000126432	protein_coding
CCDC88B	11	64340222	64357534	ENSG00000168071	protein_coding
RPS6KA4	11	64359147	64372215	ENSG00000162302	protein_coding
MIR1237	11	64368601	64368703	ENSG00000221273	miRNA
SLC22A11	11	64555625	64572875	ENSG00000168065	protein_coding
SLC22A12	11	64590640	64602348	ENSG00000197891	protein_coding
NRXN2	11	64606173	64723188	ENSG00000110076	protein_coding
RASGRP2	11	64726910	64745456	ENSG00000068831	protein_coding
PYGM	11	64746388	64760297	ENSG00000068976	protein_coding
SF1	11	64764605	64778786	ENSG00000168066	protein_coding
MAP4K2	11	64788817	64803241	ENSG00000168067	protein_coding
MEN1	11	64803509	64811294	ENSG00000133895	protein_coding
CDC42BPG	11	64823386	64844569	ENSG00000171219	protein_coding
EHD1	11	64851641	64888296	ENSG00000110047	protein_coding
MIR192	11	64891136	64891246	ENSG00000207648	miRNA
ATG2A	11	64894534	64917250	ENSG00000110046	protein_coding
PPP2R5B	11	64917552	64933246	ENSG00000068971	protein_coding
GPHA2	11	64935357	64935888	ENSG00000149735	protein_coding
C11orf85	11	64937516	64972085	ENSG00000168070	protein_coding
BATF2	11	64987942	64997045	ENSG00000168062	protein_coding
ARL2	11	65020418	65022184	ENSG00000213465	protein_coding
SAC3D1	11	65040900	65043164	ENSG00000168061	protein_coding
NAALADL1	11	65045517	65058549	ENSG00000168060	protein_coding
CDCA5	11	65066299	65084151	ENSG00000146670	protein_coding
ZFPL1	11	65084222	65087433	ENSG00000162300	protein_coding
TMEM262	11	65088650	65089091	ENSG00000187066	protein_coding
VPS51	11	65090407	65111237	ENSG00000149823	protein_coding
TM7SF2	11	65112514	65116384	ENSG00000149809	protein_coding
ZNHIT2	11	65116402	65117698	ENSG00000174276	protein_coding
FAU	11	65120627	65121644	ENSG00000149806	protein_coding
MRPL49	11	65124501	65124652	ENSG00000149792	protein_coding
SYVN1	11	65128562	65134533	ENSG00000162298	protein_coding
SPDYC	11	65170153	65173244	ENSG00000204710	protein_coding
CAPN1	11	65181871	65212006	ENSG00000014216	protein_coding
SLC22A20	11	65213839	65242757	ENSG00000197847	unitary_pseudogene
POLA2	11	65261761	65305589	ENSG00000014138	protein_coding
CDC42EP2	11	65314817	65322429	ENSG00000149798	protein_coding
DPF2	11	65333753	65353249	ENSG00000133884	protein_coding
TIGD3	11	65354766	65357613	ENSG00000173825	protein_coding
SLC25A45	11	65375191	65383701	ENSG00000162241	protein_coding
FRMD8	11	65386598	65413525	ENSG00000126391	protein_coding
NEAT1	11	65422773	65445540	ENSG00000245532	lincRNA
SCYL1	11	65525076	65538704	ENSG00000142186	protein_coding
LTBP3	11	65538804	65558930	ENSG00000168056	protein_coding
SSSCA1-AS1	11	65569659	65570273	ENSG00000260233	processed_transcript
SSSCA1	11	65570429	65571888	ENSG00000173465	protein_coding
EHBP1L1	11	65576037	65590592	ENSG00000173442	protein_coding
KCNK7	11	65592854	65595996	ENSG00000173338	protein_coding
MAP3K11	11	65597754	65614249	ENSG00000173327	protein_coding
PCNXL3	11	65615772	65637439	ENSG00000197136	protein_coding
MIR4690	11	65636309	65636369	ENSG00000266041	miRNA
SIPA1	11	65638096	65650930	ENSG00000213445	protein_coding
MIR4489	11	65649191	65649253	ENSG00000265874	miRNA
RELA	11	65653595	65663094	ENSG00000173039	protein_coding
KAT5	11	65711995	65716982	ENSG00000172977	protein_coding
RNASEH2C	11	65720241	65720947	ENSG00000172922	protein_coding
AP5B1	11	65775892	65780802	ENSG00000254470	protein_coding
OVOL1	11	65787021	65797219	ENSG00000172818	protein_coding
OVOL1-AS1	11	65789050	65790868	ENSG00000255120	antisense
CFL1	11	65823021	65859415	ENSG00000172757	protein_coding
SNX32	11	65833640	65853701	ENSG00000172803	protein_coding
MUS81	11	65860061	65866440	ENSG00000172732	protein_coding
EFEMP2	11	65866440	65873592	ENSG00000172638	protein_coding
CTSW	11	65879808	65883741	ENSG00000172543	protein_coding
FIBP	11	65883920	65888539	ENSG00000172500	protein_coding
CCDC85B	11	65890403	65891634	ENSG00000175602	protein_coding
FOSL1	11	65892048	65900573	ENSG00000175592	protein_coding
C11orf68	11	65916807	65919117	ENSG00000175573	protein_coding
DRAP1	11	65919256	65921561	ENSG00000175550	protein_coding
TSGA10IP	11	65945444	65959963	ENSG00000175513	protein_coding
SART1	11	65961688	65979828	ENSG00000175467	protein_coding
EIF1AD	11	65996544	66000742	ENSG00000175376	protein_coding
BANF1	11	66002580	66004149	ENSG00000175334	protein_coding
CST6	11	66011840	66013505	ENSG00000175315	protein_coding
CATSPER1	11	66016751	66026517	ENSG00000175294	protein_coding
GAL3ST3	11	66041951	66049180	ENSG00000175229	protein_coding
SF3B2	11	66050728	66069308	ENSG00000087365	protein_coding
PACS1	11	66070453	66244747	ENSG00000175115	protein_coding
KLC2	11	66257293	66267860	ENSG00000174996	protein_coding
RAB1B	11	66268532	66277492	ENSG00000174903	protein_coding
CNIH2	11	66281416	66284212	ENSG00000174871	protein_coding
YIF1A	11	66285380	66289170	ENSG00000174851	protein_coding
TMEM151A	11	66291869	66296664	ENSG00000179292	protein_coding
CD248	11	66314486	66317044	ENSG00000174807	protein_coding
RIN1	11	66332061	66336840	ENSG00000174791	protein_coding
BRMS1	11	66337332	66345125	ENSG00000174744	protein_coding
SLC29A2	11	66364224	66372214	ENSG00000174669	protein_coding
NPAS4	11	66421003	66426707	ENSG00000174576	protein_coding
MRPL11	11	66435074	66466738	ENSG00000174547	protein_coding
PELI3	11	66466744	66477337	ENSG00000174516	protein_coding
DPP3	11	66480012	66504782	ENSG00000254986	protein_coding
BBS1	11	66520309	66527701	ENSG00000174483	protein_coding
ZDHHC24	11	66524154	66546238	ENSG00000174165	protein_coding
ACTN3	11	66546394	66563329	ENSG00000248746	protein_coding
CTSF	11	66563462	66568841	ENSG00000174080	protein_coding
CCS	11	66593609	66606019	ENSG00000173992	protein_coding
RBM14	11	66617128	66627347	ENSG00000239306	protein_coding
RBM4	11	66644633	66652372	ENSG00000173933	protein_coding
RBM4B	11	66664997	66677921	ENSG00000173914	protein_coding
SPTBN2	11	66685247	66729226	ENSG00000173898	protein_coding
C11orf80	11	66744450	66843069	ENSG00000173715	protein_coding
RCE1	11	66843722	66846546	ENSG00000173653	protein_coding
PC	11	66848232	66958376	ENSG00000173599	protein_coding
LRFN4	11	66856646	66857296	ENSG00000173621	protein_coding
C11orf86	11	66975276	66977004	ENSG00000173237	protein_coding
SYT12	11	67006777	67050863	ENSG00000173227	protein_coding
RHOD	11	67056817	67072013	ENSG00000173156	protein_coding
KDM2A	11	67119268	67258087	ENSG00000173120	protein_coding
ADRBK1	11	67266409	67286556	ENSG00000173020	protein_coding
ANKRD13D	11	67288546	67302485	ENSG00000172932	protein_coding
SSH3	11	67303447	67312607	ENSG00000172830	protein_coding
POLD4	11	67350776	67356972	ENSG00000175482	protein_coding
CLCF1	11	67364167	67374177	ENSG00000175505	protein_coding
RAD9A	11	67391704	67397424	ENSG00000172613	protein_coding
PPP1CA	11	67398721	67407264	ENSG00000172531	protein_coding
TBC1D10C	11	67403914	67410089	ENSG00000175463	protein_coding
CARNS1	11	67414967	67425607	ENSG00000172508	protein_coding
RPS6KB2	11	67428459	67435401	ENSG00000175634	protein_coding
PTPRCAP	11	67435509	67436350	ENSG00000213402	protein_coding
CORO1B	11	67438670	67443821	ENSG00000172725	protein_coding
CABP4	11	67453560	67459228	ENSG00000175544	protein_coding
TMEM134	11	67464352	67469272	ENSG00000172663	protein_coding
AIP	11	67483040	67491103	ENSG00000110711	protein_coding
PITPNM1	11	67491767	67506263	ENSG00000110697	protein_coding
CDK2AP2	11	67506496	67508631	ENSG00000167797	protein_coding
CABP2	11	67518911	67523428	ENSG00000167791	protein_coding
GSTP1	11	67583594	67586660	ENSG00000084207	protein_coding
NDUFV1	11	67606851	67612535	ENSG00000167792	protein_coding
DOC2GP	11	67612652	67616257	ENSG00000231793	unitary_pseudogene
NUDT8	11	67627937	67629930	ENSG00000167799	protein_coding
TBX10	11	67631302	67639560	ENSG00000167800	protein_coding
ACY3	11	67642554	67650659	ENSG00000132744	protein_coding
ALDH3B2	11	67662161	67681200	ENSG00000132746	protein_coding
FAM86C2P	11	67796682	67805336	ENSG00000160172	transcribed_unprocessed_pseudogene
NDUFS8	11	68030626	68036644	ENSG00000110717	protein_coding
MIR4691	11	68033896	68033981	ENSG00000266737	miRNA
TCIRG1	11	68039015	68050895	ENSG00000110719	protein_coding
CHKA	11	68052858	68121444	ENSG00000110721	protein_coding
SUV420H1	11	68154862	68213828	ENSG00000110066	protein_coding
C11orf24	11	68261334	68272001	ENSG00000171067	protein_coding
LRP5	11	68312608	68449275	ENSG00000162337	protein_coding
PPP6R3	11	68460717	68610023	ENSG00000110075	protein_coding
GAL	11	68683778	68691175	ENSG00000069482	protein_coding
MTL5	11	68707439	68751564	ENSG00000132749	protein_coding
CPT1A	11	68754619	68844410	ENSG00000110090	protein_coding
MRPL21	11	68891275	68903835	ENSG00000197345	protein_coding
IGHMBP2	11	68903841	68940599	ENSG00000132740	protein_coding
MRGPRD	11	68980020	68980986	ENSG00000172938	protein_coding
MRGPRF	11	69004394	69013409	ENSG00000172935	protein_coding
TPCN2	11	69048896	69090604	ENSG00000162341	protein_coding
MYEOV	11	69294137	69367726	ENSG00000172927	protein_coding
CCND1	11	69641086	69648240	ENSG00000110092	protein_coding
ORAOV1	11	69656599	69675416	ENSG00000149716	protein_coding
FGF19	11	69698231	69704642	ENSG00000162344	protein_coding
FGF4	11	69773028	69775403	ENSG00000075388	protein_coding
FGF3	11	69810223	69819024	ENSG00000186895	protein_coding
ANO1-AS2	11	70072433	70072939	ENSG00000254417	antisense
ANO1	11	70078301	70189528	ENSG00000131620	protein_coding
FADD	11	70203162	70207390	ENSG00000168040	protein_coding
PPFIA1	11	70270699	70384403	ENSG00000131626	protein_coding
MIR548K	11	70283954	70284070	ENSG00000221333	miRNA
CTTN	11	70398403	70436584	ENSG00000085733	protein_coding
SHANK2	11	70467855	71252577	ENSG00000162105	protein_coding
SHANK2-AS1	11	70631093	70635490	ENSG00000226627	antisense
SHANK2-AS3	11	70862789	70865115	ENSG00000171671	antisense
MIR3664	11	70872269	70872368	ENSG00000263744	miRNA
FLJ42102	11	71382600	71423423	ENSG00000172900	unitary_pseudogene
DHCR7	11	71428192	71452868	ENSG00000172893	protein_coding
NADSYN1	11	71453108	71524107	ENSG00000172890	protein_coding
KRTAP5-7	11	71527266	71528164	ENSG00000244411	protein_coding
KRTAP5-8	11	71538024	71539207	ENSG00000241233	protein_coding
KRTAP5-9	11	71548419	71549607	ENSG00000254997	protein_coding
KRTAP5-10	11	71565562	71568934	ENSG00000204572	protein_coding
FAM86C1	11	71787509	71801236	ENSG00000158483	protein_coding
ZNF705E	11	71818772	71821548	ENSG00000214534	transcribed_unprocessed_pseudogene
DEFB108B	11	71833199	71837710	ENSG00000184276	protein_coding
RNF121	11	71928700	71997597	ENSG00000137522	protein_coding
IL18BP	11	71998540	72005715	ENSG00000137496	protein_coding
NUMA1	11	72003886	72076757	ENSG00000137497	protein_coding
MIR3165	11	72072227	72072302	ENSG00000263742	miRNA
LRTOMT	11	72083771	72108119	ENSG00000184154	protein_coding
LAMTOR1	11	72085894	72103387	ENSG00000149357	protein_coding
ANAPC15	11	72106377	72112780	ENSG00000110200	protein_coding
FOLR1	11	72189557	72196301	ENSG00000110195	protein_coding
FOLR2	11	72216600	72221950	ENSG00000165457	protein_coding
INPPL1	11	72223700	72237796	ENSG00000165458	protein_coding
PHOX2A	11	72241101	72245664	ENSG00000165462	protein_coding
CLPB	11	72292424	72434648	ENSG00000162129	protein_coding
PDE2A	11	72576140	72674591	ENSG00000186642	protein_coding
MIR139	11	72615062	72615130	ENSG00000272036	miRNA
ARAP1	11	72685068	72752403	ENSG00000186635	protein_coding
STARD10	11	72754728	72790390	ENSG00000214530	protein_coding
MIR4692	11	72783529	72783592	ENSG00000265064	miRNA
ATG16L2	11	72814307	72829635	ENSG00000168010	protein_coding
FCHSD2	11	72836744	73142261	ENSG00000137478	protein_coding
P2RY2	11	73218297	73236352	ENSG00000175591	protein_coding
P2RY6	11	73264504	73298617	ENSG00000171631	protein_coding
ARHGEF17	11	73308288	73369091	ENSG00000110237	protein_coding
RELT	11	73376263	73397472	ENSG00000054967	protein_coding
FAM168A	11	73400486	73598189	ENSG00000054965	protein_coding
PLEKHB1	11	73646177	73662819	ENSG00000021300	protein_coding
RAB6A	11	73675637	73761137	ENSG00000175582	protein_coding
MRPL48	11	73787315	73865133	ENSG00000175581	protein_coding
COA4	11	73872666	73876674	ENSG00000181924	protein_coding
PAAF1	11	73876698	73927745	ENSG00000175575	protein_coding
DNAJB13	11	73950318	73970366	ENSG00000187726	protein_coding
UCP2	11	73974666	73983307	ENSG00000175567	protein_coding
UCP3	11	74000280	74009435	ENSG00000175564	protein_coding
C2CD3	11	74012717	74171019	ENSG00000168014	protein_coding
PPME1	11	74203727	74254703	ENSG00000214517	protein_coding
P4HA3	11	74243387	74304412	ENSG00000149380	protein_coding
PGM2L1	11	74330317	74398473	ENSG00000165434	protein_coding
MIR548AL	11	74399236	74399333	ENSG00000264402	miRNA
KCNE3	11	74454840	74467729	ENSG00000175538	protein_coding
LIPT2	11	74491711	74492364	ENSG00000175536	protein_coding
POLD3	11	74592529	74669117	ENSG00000077514	protein_coding
CHRDL2	11	74696428	74731385	ENSG00000054938	protein_coding
MIR4696	11	74720267	74720337	ENSG00000265902	miRNA
RNF169	11	74748867	74834775	ENSG00000166439	protein_coding
XRRA1	11	74807738	74949200	ENSG00000166435	protein_coding
SPCS2	11	74949246	74979031	ENSG00000118363	protein_coding
NEU3	11	74988133	75018893	ENSG00000162139	protein_coding
OR2AT4	11	75088712	75089754	ENSG00000171561	protein_coding
SLCO2B1	11	75100562	75206549	ENSG00000137491	protein_coding
ARRB1	11	75264181	75351829	ENSG00000137486	protein_coding
MIR326	11	75335091	75335186	ENSG00000199090	miRNA
RPS3	11	75399485	75422280	ENSG00000149273	protein_coding
SNORD15A	11	75400390	75400538	ENSG00000206941	snoRNA
SNORD15B	11	75404420	75404566	ENSG00000207445	snoRNA
KLHL35	11	75422393	75430629	ENSG00000149243	protein_coding
GDPD5	11	75434639	75525903	ENSG00000158555	protein_coding
SERPINH1	11	75562055	75572783	ENSG00000149257	protein_coding
MAP6	11	75586917	75669120	ENSG00000171533	protein_coding
MOGAT2	11	75717818	75732958	ENSG00000166391	protein_coding
DGAT2	11	75759511	75801534	ENSG00000062282	protein_coding
UVRAG	11	75815166	76143195	ENSG00000198382	protein_coding
WNT11	11	76186324	76210736	ENSG00000085741	protein_coding
PRKRIR	11	76349955	76380971	ENSG00000137492	protein_coding
C11orf30	11	76445021	76553025	ENSG00000158636	protein_coding
LRRC32	11	76657523	76670747	ENSG00000137507	protein_coding
GUCY2EP	11	76694042	76707641	ENSG00000204529	transcribed_unprocessed_pseudogene
TSKU	11	76782250	76798154	ENSG00000182704	protein_coding
ACER3	11	76860866	77026797	ENSG00000078124	protein_coding
CAPN5	11	77066931	77126155	ENSG00000149260	protein_coding
OMP	11	77102839	77103331	ENSG00000254550	protein_coding
MYO7A	11	77128263	77215239	ENSG00000137474	protein_coding
GDPD4	11	77216557	77301649	ENSG00000178795	protein_coding
PAK1	11	77321706	77455937	ENSG00000149269	protein_coding
CLNS1A	11	77514935	77637805	ENSG00000074201	protein_coding
AQP11	11	77589390	77610355	ENSG00000178301	protein_coding
RSF1	11	77659995	77821017	ENSG00000048649	protein_coding
AAMDC	11	77821108	77900785	ENSG00000087884	protein_coding
INTS4	11	77883831	77994678	ENSG00000149262	protein_coding
KCTD14	11	78023159	78046191	ENSG00000151364	protein_coding
THRSP	11	78063860	78064341	ENSG00000151365	protein_coding
ALG8	11	78100935	78139660	ENSG00000159063	protein_coding
KCTD21-AS1	11	78139770	78175323	ENSG00000246174	antisense
KCTD21	11	78171248	78186816	ENSG00000188997	protein_coding
USP35	11	78196235	78214711	ENSG00000118369	protein_coding
GAB2	11	78215296	78418348	ENSG00000033327	protein_coding
NARS2	11	78435960	78574874	ENSG00000137513	protein_coding
TENM4	11	78652830	79440948	ENSG00000149256	protein_coding
MIR708	11	79402021	79402109	ENSG00000211997	miRNA
MIR5579	11	79422168	79422226	ENSG00000266570	miRNA
MIR4300	11	81890740	81890836	ENSG00000264110	miRNA
FAM181B	11	82732010	82733864	ENSG00000182103	protein_coding
PRCP	11	82823501	82970584	ENSG00000137509	protein_coding
RAB30	11	82973132	83071923	ENSG00000137502	protein_coding
SNORA70E	11	83041463	83041598	ENSG00000207221	snoRNA
RAB30-AS1	11	83072065	83106719	ENSG00000246067	lincRNA
PCF11	11	83156987	83183073	ENSG00000165494	protein_coding
ANKRD42	11	83193738	83256099	ENSG00000137494	protein_coding
CCDC90B	11	83265864	83286407	ENSG00000137500	protein_coding
DLG2	11	83455011	85627922	ENSG00000150672	protein_coding
TMEM126B	11	85628584	85636536	ENSG00000171204	protein_coding
TMEM126A	11	85647966	85656547	ENSG00000171202	protein_coding
CREBZF	11	85659707	85682908	ENSG00000137504	protein_coding
CCDC89	11	85683849	85686277	ENSG00000179071	protein_coding
SYTL2	11	85694223	85811141	ENSG00000137501	protein_coding
CCDC83	11	85855100	85920021	ENSG00000150676	protein_coding
PICALM	11	85957683	86069882	ENSG00000073921	protein_coding
EED	11	86244543	86278813	ENSG00000074266	protein_coding
C11orf73	11	86302210	86345927	ENSG00000149196	protein_coding
CCDC81	11	86374735	86423109	ENSG00000149201	protein_coding
ME3	11	86441107	86672636	ENSG00000151376	protein_coding
PRSS23	11	86791058	86941027	ENSG00000150687	protein_coding
OR7E2P	11	86857058	86857947	ENSG00000255203	unprocessed_pseudogene
FZD4	11	86954800	86955391	ENSG00000174804	protein_coding
TMEM135	11	87037843	87323758	ENSG00000166575	protein_coding
RAB38	11	88113241	88175467	ENSG00000123892	protein_coding
CTSC	11	88293591	88337787	ENSG00000109861	protein_coding
GRM5-AS1	11	88504575	88524054	ENSG00000255082	antisense
GRM5	11	88504575	89065945	ENSG00000168959	protein_coding
RNU6-16P	11	88612804	88612911	ENSG00000207113	snRNA
TYR	11	89177451	89295759	ENSG00000077498	protein_coding
NOX4	11	89324355	89498187	ENSG00000086991	protein_coding
FOLH1B	11	89638514	89698718	ENSG00000134612	transcribed_unprocessed_pseudogene
TRIM77	11	89710298	89717872	ENSG00000214414	protein_coding
TRIM49	11	89797654	89808575	ENSG00000168930	protein_coding
TRIM64B	11	89869281	89876017	ENSG00000189253	protein_coding
TRIM64	11	89968503	89975228	ENSG00000204450	protein_coding
TRIM49C	11	90031105	90073390	ENSG00000204449	protein_coding
UBTFL1	11	90085912	90087131	ENSG00000255009	protein_coding
NAALAD2	11	90131514	90192894	ENSG00000077616	protein_coding
CHORDC1	11	90201159	90223364	ENSG00000110172	protein_coding
DISC1FP1	11	90251231	90915052	ENSG00000261645	processed_transcript
MIR4490	11	90555773	90555857	ENSG00000266703	miRNA
FAT3	11	92352095	92896452	ENSG00000165323	protein_coding
MTNR1B	11	92969719	92985066	ENSG00000134640	protein_coding
SLC36A4	11	93144174	93197964	ENSG00000180773	protein_coding
CCDC67	11	93329970	93438487	ENSG00000165325	protein_coding
SMCO4	11	93478471	93543508	ENSG00000166002	protein_coding
SCARNA9	11	93721512	93721866	ENSG00000254911	antisense
SNORD6	11	93731501	93731574	ENSG00000202314	snoRNA
TAF1D	11	93731752	93739331	ENSG00000166012	protein_coding
MIR1304	11	93733673	93733764	ENSG00000221170	miRNA
C11orf54	11	93741962	93764749	ENSG00000182919	protein_coding
MED17	11	93784906	93814695	ENSG00000042429	protein_coding
VSTM5	11	93818231	93850531	ENSG00000214376	protein_coding
HEPHL1	11	94021360	94113751	ENSG00000181333	protein_coding
PANX1	11	94128927	94181972	ENSG00000110218	protein_coding
GPR83	11	94377310	94401419	ENSG00000123901	protein_coding
MRE11A	11	94419728	94492906	ENSG00000020922	protein_coding
ANKRD49	11	94496599	94499583	ENSG00000168876	protein_coding
C11orf97	11	94512580	94532123	ENSG00000257057	lincRNA
PIWIL4	11	94567307	94621421	ENSG00000134627	protein_coding
AMOTL1	11	94706430	94876753	ENSG00000166025	protein_coding
KDM4D	11	94973680	94999518	ENSG00000186280	protein_coding
KDM4E	11	95025257	95027596	ENSG00000235268	protein_coding
ENDOD1	11	95089809	95132645	ENSG00000149218	protein_coding
SESN3	11	95165539	95232541	ENSG00000149212	protein_coding
FAM76B	11	95768941	95790409	ENSG00000077458	protein_coding
CEP57	11	95789964	95832693	ENSG00000166037	protein_coding
MTMR2	11	95832881	95925315	ENSG00000087053	protein_coding
MAML2	11	95976597	96343180	ENSG00000184384	protein_coding
MIR1260B	11	96341437	96341526	ENSG00000266192	miRNA
CCDC82	11	96352768	96389923	ENSG00000149231	protein_coding
JRKL	11	96389988	96507574	ENSG00000183340	protein_coding
JRKL-AS1	11	96447131	96506826	ENSG00000255679	lincRNA
CNTN5	11	99020952	100358885	ENSG00000149972	protein_coding
ARHGAP42	11	100687652	100991937	ENSG00000165895	protein_coding
TMEM133	11	100992079	100993932	ENSG00000170647	protein_coding
PGR	11	101029623	101130524	ENSG00000082175	protein_coding
TRPC6	11	101451563	101872562	ENSG00000137672	protein_coding
MIR3920	11	101519819	101519905	ENSG00000263885	miRNA
ANGPTL5	11	101890673	101916522	ENSG00000187151	protein_coding
C11orf70	11	102047442	102084560	ENSG00000137691	protein_coding
YAP1	11	102110460	102233423	ENSG00000137693	protein_coding
BIRC3	11	102317483	102339403	ENSG00000023445	protein_coding
BIRC2	11	102347210	102378670	ENSG00000110330	protein_coding
TMEM123	11	102396331	102470384	ENSG00000152558	protein_coding
MMP7	11	102520507	102530753	ENSG00000137673	protein_coding
MMP20	11	102576834	102625332	ENSG00000137674	protein_coding
MMP27	11	102691486	102705806	ENSG00000137675	protein_coding
MMP8	11	102711794	102727050	ENSG00000118113	protein_coding
WTAPP1	11	102746967	102836766	ENSG00000255282	transcribed_processed_pseudogene
MMP10	11	102770502	102780628	ENSG00000166670	protein_coding
MMP1	11	102789919	102798160	ENSG00000196611	protein_coding
MMP3	11	102835800	102843803	ENSG00000149968	protein_coding
MMP13	11	102942994	102955734	ENSG00000137745	protein_coding
DCUN1D5	11	103062075	103092215	ENSG00000137692	protein_coding
DYNC2H1	11	103109430	103479863	ENSG00000187240	protein_coding
MIR4693	11	103849905	103849980	ENSG00000264200	miRNA
PDGFD	11	103907185	104164379	ENSG00000170962	protein_coding
CASP12	11	104885717	104898670	ENSG00000204403	polymorphic_pseudogene
CASP4	11	104942865	104969436	ENSG00000196954	protein_coding
CASP5	11	104994234	105023168	ENSG00000137757	protein_coding
CASP1	11	105025442	105035250	ENSG00000137752	protein_coding
CARD16	11	105041325	105045376	ENSG00000204397	protein_coding
CARD17	11	105092468	105100779	ENSG00000255221	protein_coding
CARD18	11	105137720	105139726	ENSG00000255501	protein_coding
GRIA4	11	105609993	105982092	ENSG00000152578	protein_coding
MSANTD4	11	105995622	106022403	ENSG00000170903	protein_coding
KBTBD3	11	106051097	106076707	ENSG00000182359	protein_coding
AASDHPPT	11	106075500	106098710	ENSG00000149313	protein_coding
GUCY1A2	11	106674011	107018524	ENSG00000152402	protein_coding
CWF19L2	11	107326344	107457846	ENSG00000152404	protein_coding
ALKBH8	11	107502725	107565746	ENSG00000137760	protein_coding
ELMOD1	11	107591090	107666779	ENSG00000110675	protein_coding
SLN	11	107707377	107719693	ENSG00000170290	protein_coding
SLC35F2	11	107790990	107928293	ENSG00000110660	protein_coding
RAB39A	11	107928502	107963482	ENSG00000179331	protein_coding
CUL5	11	108008732	108107776	ENSG00000166266	protein_coding
ACAT1	11	108121515	108147776	ENSG00000075239	protein_coding
NPAT	11	108157214	108208584	ENSG00000149308	protein_coding
ATM	11	108224077	108369102	ENSG00000149311	protein_coding
C11orf65	11	108308518	108467531	ENSG00000166323	protein_coding
KDELC2	11	108472104	108498432	ENSG00000178202	protein_coding
EXPH5	11	108505430	108593738	ENSG00000110723	protein_coding
DDX10	11	108665024	108940930	ENSG00000178105	protein_coding
C11orf87	11	109422119	109429114	ENSG00000185742	protein_coding
ZC3H12C	11	110093360	110171841	ENSG00000149289	protein_coding
RDX	11	110174879	110296722	ENSG00000137710	protein_coding
FDX1	11	110429882	110464881	ENSG00000137714	protein_coding
ARHGAP20	11	110577041	110713189	ENSG00000137727	protein_coding
C11orf53	11	111255981	111286401	ENSG00000150750	protein_coding
COLCA1	11	111293388	111298666	ENSG00000196167	antisense
COLCA2	11	111298839	111308735	ENSG00000214290	protein_coding
MIR4491	11	111347756	111347824	ENSG00000264032	miRNA
POU2AF1	11	111352251	111455630	ENSG00000110777	protein_coding
BTG4	11	111467525	111512354	ENSG00000137707	protein_coding
MIR34B	11	111512937	111513021	ENSG00000207811	miRNA
MIR34C	11	111513438	111513515	ENSG00000207562	miRNA
C11orf88	11	111514784	111537031	ENSG00000183644	protein_coding
LAYN	11	111540279	111561539	ENSG00000204381	protein_coding
SIK2	11	111602390	111722756	ENSG00000170145	protein_coding
PPP2R1B	11	111735280	111766427	ENSG00000137713	protein_coding
ALG9	11	111782194	111871301	ENSG00000086848	protein_coding
C11orf1	11	111882367	111885975	ENSG00000137720	protein_coding
CRYAB	11	111908564	111923722	ENSG00000109846	protein_coding
C11orf52	11	111918031	111918172	ENSG00000149300	protein_coding
DLAT	11	112024813	112061174	ENSG00000150768	protein_coding
PIH1D2	11	112067797	112073205	ENSG00000150773	protein_coding
C11orf57	11	112075566	112082427	ENSG00000150776	protein_coding
TIMM8B	11	112085966	112086310	ENSG00000150779	protein_coding
SDHD	11	112091078	112119630	ENSG00000204370	protein_coding
IL18	11	112143250	112164117	ENSG00000150782	protein_coding
TEX12	11	112171771	112172559	ENSG00000150783	protein_coding
BCO2	11	112175466	112224699	ENSG00000197580	protein_coding
PTS	11	112226364	112269955	ENSG00000150787	protein_coding
PLET1	11	112248152	112255589	ENSG00000188771	protein_coding
NCAM1	11	112961274	113278436	ENSG00000149294	protein_coding
NCAM1-AS1	11	113269531	113273901	ENSG00000227487	antisense
